time,value
2003-01-01,
2003-01-02,
2003-01-03,
2003-01-04,
2003-01-05,
2003-01-06,
2003-01-07,
2003-01-08,
2003-01-09,
2003-01-10,
2003-01-11,
2003-01-12,
2003-01-13,
2003-01-14,
2003-01-15,
2003-01-16,
2003-01-17,
2003-01-18,
2003-01-19,
2003-01-20,
2003-01-21,
2003-01-22,
2003-01-23,
2003-01-24,
2003-01-25,
2003-01-26,
2003-01-27,
2003-01-28,
2003-01-29,
2003-01-30,10.616031011134845
2003-01-31,4.283808944273586
2003-02-01,5.373819677305745
2003-02-02,-0.675937097125999
2003-02-03,-5.469841474945881
2003-02-04,3.0300060511318776
2003-02-05,5.32721139255332
2003-02-06,10.613724199387757
2003-02-07,10.210729705589168
2003-02-08,2.270419299982427
2003-02-09,2.773928790894903
2003-02-10,-0.8002712476788236
2003-02-11,-2.221537565446324
2003-02-12,-3.2858331148176774
2003-02-13,14.649043359270665
2003-02-14,2.4590876771055807
2003-02-15,2.897643024574787
2003-02-16,-0.7673162673135501
2003-02-17,9.169978125501899
2003-02-18,-2.517339472089608
2003-02-19,4.3288554654309515
2003-02-20,0.5851226611428633
2003-02-21,6.986441870973529
2003-02-22,2.6710168615209344
2003-02-23,-0.6622325639161772
2003-02-24,5.424733252769171
2003-02-25,7.334183268649994
2003-02-26,5.461266155799873
2003-02-27,6.4980175128062765
2003-02-28,2.1128079359281067
2003-03-01,3.7126474472983038
2003-03-02,2.2375640801546712
2003-03-03,3.859710780013055
2003-03-04,1.5130282096696739
2003-03-05,-3.1622644990361124
2003-03-06,6.200635550090134
2003-03-07,3.3286595302785784
2003-03-08,-2.40649618211941
2003-03-09,8.111022402720366
2003-03-10,1.2758176065628462
2003-03-11,5.9407396768901926
2003-03-12,8.95716587384248
2003-03-13,5.624686393193912
2003-03-14,10.127995526510347
2003-03-15,-1.287409482991432
2003-03-16,6.670540353865924
2003-03-17,1.1993558325589362
2003-03-18,0.12856837160877532
2003-03-19,1.7365622253581492
2003-03-20,2.7775987142509067
2003-03-21,4.492410706421207
2003-03-22,-1.6487225279223345
2003-03-23,8.51547938228045
2003-03-24,6.09639133523433
2003-03-25,-3.9348675494646734
2003-03-26,10.853426319659818
2003-03-27,12.565146397514045
2003-03-28,8.711948138197993
2003-03-29,1.9161755336546484
2003-03-30,-2.5482273562639293
2003-03-31,7.7582654256657015
2003-04-01,0.3416082583450759
2003-04-02,8.122140471590875
2003-04-03,2.7968882094067737
2003-04-04,6.103828155128198
2003-04-05,2.888044701298078
2003-04-06,4.369577583784178
2003-04-07,0.5308335436219309
2003-04-08,9.102114508137298
2003-04-09,0.5497944815788962
2003-04-10,1.78160288158751
2003-04-11,8.909776477670256
2003-04-12,-7.08396551805809
2003-04-13,-6.38126632698188
2003-04-14,4.365476461228166
2003-04-15,-6.169793233706816
2003-04-16,8.890685152108205
2003-04-17,-3.0567855436867717
2003-04-18,-4.7828129463191615
2003-04-19,8.111955944104952
2003-04-20,5.577803350120828
2003-04-21,6.9231476560207135
2003-04-22,2.030506166517359
2003-04-23,-6.668648073836309
2003-04-24,6.529744414586876
2003-04-25,-4.151264463621867
2003-04-26,1.3002207647050916
2003-04-27,1.9800828832212716
2003-04-28,-3.6177103197568776
2003-04-29,-0.13500114606348745
2003-04-30,1.3461652995646531
2003-05-01,-1.5937389899595438
2003-05-02,-8.66649104643059
2003-05-03,-1.7733908812858594
2003-05-04,3.2294734957084508
2003-05-05,-6.779181386013189
2003-05-06,-3.9902906086321366
2003-05-07,-5.421499215402601
2003-05-08,5.9127435407166935
2003-05-09,-0.13964259453775085
2003-05-10,-1.5407067944864679
2003-05-11,-7.060726903310613
2003-05-12,-0.9040088185329402
2003-05-13,-7.145160079987296
2003-05-14,-3.5312207561097537
2003-05-15,-7.031520800977528
2003-05-16,-0.33050799278060694
2003-05-17,-1.0655275793126258
2003-05-18,-5.149776228658801
2003-05-19,-1.9428496061612783
2003-05-20,-9.027479286524816
2003-05-21,-10.525982708948835
2003-05-22,-0.8613743622310643
2003-05-23,-2.46176371250683
2003-05-24,0.028001019272384298
2003-05-25,8.263149473665386
2003-05-26,0.9835814928869553
2003-05-27,-8.054478003864078
2003-05-28,1.8221728354888036
2003-05-29,-10.080274618404935
2003-05-30,-5.6364605985219605
2003-05-31,-3.65298744869148
2003-06-01,4.729886409680283
2003-06-02,-7.441913817765112
2003-06-03,-7.545544146574596
2003-06-04,-4.057837586868075
2003-06-05,-6.849036198247026
2003-06-06,1.7907020248810213
2003-06-07,-8.803279667962752
2003-06-08,-8.885809784705648
2003-06-09,-5.24360501797371
2003-06-10,-5.635665954138773
2003-06-11,6.226004942261049
2003-06-12,1.0116456354402636
2003-06-13,-3.3488933515001467
2003-06-14,-9.856181091667272
2003-06-15,0.42550182754405697
2003-06-16,-8.572600819911731
2003-06-17,-11.109325747823426
2003-06-18,2.387314637206952
2003-06-19,-2.237140330548394
2003-06-20,0.3477548626832281
2003-06-21,-2.6740951847662426
2003-06-22,-0.12854057240920014
2003-06-23,-7.48203301469405
2003-06-24,-8.85572070601811
2003-06-25,-0.25848954306716543
2003-06-26,-7.726111792060108
2003-06-27,-6.878672816332708
2003-06-28,-5.8735191525577
2003-06-29,-3.6084173970558275
2003-06-30,-5.436839707914034
2003-07-01,-10.044157504580951
2003-07-02,-6.420154777255403
2003-07-03,-14.100611161501455
2003-07-04,0.0090376240129455
2003-07-05,-10.982434585488582
2003-07-06,-8.13222597375566
2003-07-07,-2.546706136130666
2003-07-08,-6.580407729648245
2003-07-09,4.496728832412353
2003-07-10,-9.554303928246746
2003-07-11,-1.4803632730517347
2003-07-12,-2.848457876709592
2003-07-13,-8.282978561531223
2003-07-14,-0.11585259426746397
2003-07-15,-3.4174540248823853
2003-07-16,1.0085585386668932
2003-07-17,0.8785422544264829
2003-07-18,7.422259075387734
2003-07-19,3.127842100776695
2003-07-20,-5.175187117506894
2003-07-21,-4.421187156681613
2003-07-22,2.2469564328288465
2003-07-23,-0.17786817218209183
2003-07-24,-0.5162779993683833
2003-07-25,-11.400871352024687
2003-07-26,-3.548382382292281
2003-07-27,-7.088211288511344
2003-07-28,-2.098973007970101
2003-07-29,-3.946623873097713
2003-07-30,0.9091882468717412
2003-07-31,-2.3113811204436985
2003-08-01,-0.1765009660439194
2003-08-02,-6.704025851886911
2003-08-03,-8.802130947516602
2003-08-04,-6.297030727155468
2003-08-05,-4.479967851502209
2003-08-06,-2.5191128357413266
2003-08-07,6.417691484265618
2003-08-08,-4.788769260629735
2003-08-09,-9.37488611779628
2003-08-10,-6.183118352393697
2003-08-11,-6.659397579269399
